CAD6022907.1	Chlamydia_trachomatis_A2497:NC_017437.1_329	65.990	394	134	0	1	394	1	1182	8.12e-176	491
CAD6022907.1	Chlamydia_trachomatis_A2497:NC_017437.1_65	30.469	128	83	3	14	137	31	408	6.55e-08	49.3
CAD6022907.1	Chlamydia_trachomatis_A2497:NC_017437.1_453	29.771	131	79	3	14	137	37	411	1.88e-06	45.1
CAD6021960.1	Chlamydia_trachomatis_A2497:NC_017437.1_701	34.733	262	152	5	1	246	1	777	3.21e-38	131
CAD6021960.1	Chlamydia_trachomatis_A2497:NC_017437.1_630	29.167	48	29	1	220	267	487	359	0.25	27.7
CAD6021960.1	Chlamydia_trachomatis_A2497:NC_017437.1_5	40.000	30	18	0	111	140	1013	1102	6.3	23.5
CAD6001269.1	Chlamydia_trachomatis_A2497:NC_017437.1_453	57.554	695	277	7	11	700	34	2079	0.0	788
CAD6001269.1	Chlamydia_trachomatis_A2497:NC_017437.1_65	36.478	159	95	2	7	165	16	474	5.97e-20	89.4
CAD6001269.1	Chlamydia_trachomatis_A2497:NC_017437.1_65	26.829	246	143	9	264	496	487	1152	1.22e-13	68.9
CAD6001269.1	Chlamydia_trachomatis_A2497:NC_017437.1_65	27.632	76	53	2	614	687	1219	1446	0.020	33.1
CAD6001269.1	Chlamydia_trachomatis_A2497:NC_017437.1_329	31.852	135	82	6	12	145	40	417	6.68e-10	56.6
CAD6022903.1	Chlamydia_trachomatis_A2497:NC_017437.1_325	49.784	231	116	0	1	231	1	693	1.50e-59	183
CAD6022903.1	Chlamydia_trachomatis_A2497:NC_017437.1_768	27.500	40	27	1	96	135	187	300	5.5	23.1
CAD6001447.1	Chlamydia_trachomatis_A2497:NC_017437.1_544	60.000	225	90	0	49	273	178	852	1.48e-94	276
CAD6001447.1	Chlamydia_trachomatis_A2497:NC_017437.1_643	30.667	75	38	2	59	122	535	750	1.1	25.8
CAD6001447.1	Chlamydia_trachomatis_A2497:NC_017437.1_888	40.909	22	13	0	124	145	412	477	3.1	24.3
CAD6001426.1	Chlamydia_trachomatis_A2497:NC_017437.1_547	40.758	211	116	3	2	204	13	642	1.45e-49	156
CAD6001426.1	Chlamydia_trachomatis_A2497:NC_017437.1_868	34.783	23	15	0	178	200	1834	1902	8.5	22.3
CAD6001433.1	Chlamydia_trachomatis_A2497:NC_017437.1_546	38.961	154	83	4	25	167	85	546	1.06e-25	94.7
CAD6001433.1	Chlamydia_trachomatis_A2497:NC_017437.1_564	43.333	30	17	0	102	131	981	1070	3.8	23.5
CAD6001433.1	Chlamydia_trachomatis_A2497:NC_017437.1_98	32.432	37	25	0	43	79	454	564	5.1	23.1
CAD6001507.1	Chlamydia_trachomatis_A2497:NC_017437.1_535	50.279	179	88	1	1	179	1	534	6.58e-55	167
CAD6001507.1	Chlamydia_trachomatis_A2497:NC_017437.1_770	46.429	28	15	0	104	131	500	417	2.1	23.9
CAD6001507.1	Chlamydia_trachomatis_A2497:NC_017437.1_411	34.483	29	19	0	105	133	640	726	2.4	23.9
CAD6001527.1	Chlamydia_trachomatis_A2497:NC_017437.1_533	44.633	177	95	2	1	175	1	528	1.20e-38	126
CAD6001527.1	Chlamydia_trachomatis_A2497:NC_017437.1_296	29.231	65	43	2	90	152	37	228	0.14	27.3
CAD6001527.1	Chlamydia_trachomatis_A2497:NC_017437.1_421	47.368	19	10	0	100	118	311	255	8.0	21.6
CAD6022605.1	Chlamydia_trachomatis_A2497:NC_017437.1_827	25.676	148	109	1	2	149	10	450	3.69e-09	48.1
CAD6022605.1	Chlamydia_trachomatis_A2497:NC_017437.1_878	29.268	41	29	0	76	116	311	189	1.1	24.3
CAD6022902.1	Chlamydia_trachomatis_A2497:NC_017437.1_647	31.707	41	25	1	104	141	496	618	0.71	25.0
CAD6022902.1	Chlamydia_trachomatis_A2497:NC_017437.1_291	34.483	29	19	0	24	52	251	165	6.1	22.3
CAD6022902.1	Chlamydia_trachomatis_A2497:NC_017437.1_202	44.444	18	10	0	71	88	655	602	7.1	21.9
CAD6022904.1	Chlamydia_trachomatis_A2497:NC_017437.1_326	55.725	131	57	1	11	141	34	423	2.62e-41	130
CAD6022904.1	Chlamydia_trachomatis_A2497:NC_017437.1_443	41.667	24	14	0	33	56	314	385	0.79	24.6
CAD6022904.1	Chlamydia_trachomatis_A2497:NC_017437.1_852	27.500	40	29	0	35	74	547	666	8.7	21.6
CAD6022901.1	Chlamydia_trachomatis_A2497:NC_017437.1_323	38.614	101	56	2	6	100	19	321	1.31e-08	45.4
CAD6022901.1	Chlamydia_trachomatis_A2497:NC_017437.1_243	48.000	25	12	1	8	32	82	153	3.1	21.6
