/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	100	1694	1694
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	98.2648	1494	1694
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	96.7697	1417	1694
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	96.3384	1276	1694
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	96.2199	1247	1694
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	100	1692	1709
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	98.2959	1480	1709
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	96.8736	1436	1709
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	96.3695	1263	1709
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	96.3051	1262	1709
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	100	1733	1734
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	96.8934	1433	1734
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	96.7816	1422	1734
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	96.7018	1292	1734
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	96.7005	1333	1734
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	100	1502	1506
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	97.9585	1244	1506
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	96.9819	1254	1506
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	96.5134	1234	1506
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	96.3396	1239	1506
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	100	1517	1524
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sboydii_Sb227.fna	97.8922	1258	1524
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_UMN026.fna	96.9362	1295	1524
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_JJ1886.fna	96.5404	1240	1524
/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Sflexneri_5_8401.fna	/groups/pupko/yairshimony/microbializer_runs/5_genomes/outputs/inputs/Ecoli_APEC_O1.fna	96.3201	1261	1524
