/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	100	381	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_1B_cevac.fna	99.9986	381	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_GIMC_2006CabB577.fna	99.9233	381	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_NL2335-4C.fna	99.4152	379	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_NL2354-2D.fna	99.4152	379	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_psittaci_strain_AMK.fna	93.4485	372	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydophila_parapsittaci_strain_Rostinovo-70.fna	93.4475	373	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_psittaci_WSRTE30.fna	93.2226	373	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_psittaci_strain_Ful127.fna	92.9236	373	381
/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_abortus_strain_162STDY5437294.fna	/groups/pupko/yairshimony/microbializer_runs/chlamydia_run_b/outputs/steps_results/01_fix_input_files/Chlamydia_psittaci_01DC11.fna	92.8712	379	381
