CAD6022907.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4177	100.000	393	0	0	1	393	1	1179	0.0	683
CAD6022907.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3476	99.746	393	1	0	1	393	1	1179	0.0	681
CAD6022907.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3762	29.341	334	199	8	15	346	7	903	3.03e-18	83.6
CAD6021960.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_157	100.000	283	0	0	1	283	1	849	0.0	523
CAD6001269.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3477	100.000	704	0	0	1	704	1	2112	0.0	1430
CAD6001269.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4629	25.963	493	306	12	7	481	55	1410	1.03e-37	145
CAD6001269.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4065	40.132	152	82	2	7	158	4	432	5.78e-24	103
CAD6001269.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4065	27.016	248	139	8	278	505	556	1233	1.67e-13	70.9
CAD6022903.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4181	100.000	234	0	0	1	234	1	702	6.80e-144	399
CAD6022903.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4460	47.826	23	12	0	58	80	545	613	6.4	24.6
CAD6022903.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2728	36.585	41	25	1	39	79	202	321	7.3	24.6
CAD6001447.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3464	100.000	273	0	0	1	273	1	819	0.0	524
CAD6001447.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2519	38.889	36	21	1	199	233	408	301	0.45	28.9
CAD6001447.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2430	28.378	74	42	1	101	163	255	476	3.5	26.2
CAD6001426.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3467	100.000	209	0	0	1	209	1	627	2.52e-152	418
CAD6001426.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3809	33.962	53	33	2	117	168	24	179	0.17	28.9
CAD6001426.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3069	33.333	33	22	0	140	172	679	581	0.74	27.7
CAD6001433.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3466	100.000	201	0	0	1	201	1	603	1.53e-148	407
CAD6001433.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3995	28.571	70	48	2	119	187	796	1002	1.2	26.9
CAD6001433.1	Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_748	56.522	23	10	0	2	24	61	129	2.8	25.4
